OK   | seed=0 | style=paraphrase_formal | call=1 | focus=unknown | q=Can the infestation of termites (deemak/geda) in wheat crops
OK   | seed=17 | style=paraphrase_followup | call=6 | focus=dosage_quantity | q=Why should I apply 50% of the nitrogen dose at sowing time?
OK   | seed=17 | style=paraphrase_yes_no | call=1 | focus=seed_treatment | q=Does the seed treatment include the application of Zinc Sulp
OK   | seed=17 | style=paraphrase_yes_no | call=2 | focus=dosage_quantity | q=Are fertilizers to be applied in split doses for irrigated w
SKIP | seed=17 | style=paraphrase_yes_no | call=3
OK   | seed=17 | style=paraphrase_yes_no | call=4 | focus=unknown | q=Which nutrient should be applied entirely at the time of sow
OK   | seed=17 | style=paraphrase_yes_no | call=5 | focus=unknown | q=When should nitrogen be applied for wheat in Uttar Pradesh?
OK   | seed=17 | style=paraphrase_yes_no | call=6 | focus=irrigation_method | q=Why should fertilizers not be applied on dry soil without ir
OK   | seed=17 | style=paraphrase_preventive | call=1 | focus=unknown | q=Does proper soil preparation help in managing wheat crop nut
OK   | seed=17 | style=paraphrase_preventive | call=2 | focus=unknown | q=Are there any cultural practices to prevent nutrient deficie
OK   | seed=17 | style=paraphrase_preventive | call=3 | focus=unknown | q=What are the best soil preparation practices to ensure effec
OK   | seed=17 | style=paraphrase_preventive | call=4 | focus=unknown | q=Which cultural practices can be followed to prevent nutrient
OK   | seed=17 | style=paraphrase_preventive | call=5 | focus=unknown | q=When should I apply fertilizers for wheat in Uttar Pradesh?
OK   | seed=17 | style=paraphrase_comparison | call=1 | focus=irrigation_method | q=Does applying Urea at sowing time differ from applying it du
OK   | seed=17 | style=paraphrase_comparison | call=2 | focus=application_method | q=Are there differences in the fertilizer application methods 
OK   | seed=17 | style=paraphrase_comparison | call=3 | focus=unknown | q=What is the difference between using Single Super Phosphate 
OK   | seed=17 | style=paraphrase_comparison | call=4 | focus=unknown | q=Which is better for wheat cultivation in Uttar Pradesh, usin
OK   | seed=17 | style=paraphrase_comparison | call=5 | focus=unknown | q=When should nitrogen and phosphorus be applied for wheat in 
OK   | seed=17 | style=paraphrase_cause | call=1 | focus=application_timing | q=Does the fertilizer schedule for irrigated wheat in Uttar Pr
OK   | seed=17 | style=paraphrase_cause | call=2 | focus=unknown | q=Why is a split application of fertilizers recommended for ir
OK   | seed=17 | style=paraphrase_cause | call=3 | focus=unknown | q=What causes the need for split fertilizer application in irr
OK   | seed=17 | style=paraphrase_cause | call=4 | focus=unknown | q=Which factors cause the need for split fertilizer applicatio
OK   | seed=17 | style=paraphrase_cause | call=5 | focus=unknown | q=When does the need for fertilizer arise in wheat cultivation
OK   | seed=17 | style=paraphrase_quantity_focused | call=1 | focus=dosage_quantity | q=Does the seed rate for irrigated wheat in Uttar Pradesh requ
OK   | seed=17 | style=paraphrase_quantity_focused | call=2 | focus=dosage_quantity | q=How much urea should be applied at the time of sowing for ir
OK   | seed=17 | style=paraphrase_quantity_focused | call=3 | focus=dosage_quantity | q=What is the amount of phosphorus required per acre for irrig
OK   | seed=17 | style=paraphrase_quantity_focused | call=4 | focus=dosage_quantity | q=Which amount of nitrogen is recommended per acre for irrigat
DUPE | seed=17 | style=paraphrase_quantity_focused | q=When should nitrogen be applied for wheat in Uttar Pradesh?
OK   | seed=17 | style=paraphrase_quantity_focused | call=6 | focus=dosage_quantity | q=Why is 150 kg of Single Super Phosphate (SSP) recommended pe
OK   | seed=17 | style=paraphrase_timing_focused | call=1 | focus=unknown | q=When should the remaining nitrogen be applied for irrigated 
DUPE | seed=17 | style=paraphrase_timing_focused | q=When should the remaining nitrogen be applied for irrigated 
OK   | seed=17 | style=paraphrase_timing_focused | call=3 | focus=unknown | q=When should the remaining nitrogen be applied during the gro
OK   | seed=17 | style=paraphrase_timing_focused | call=4 | focus=unknown | q=When should the remaining half of the nitrogen be applied fo
DUPE | seed=17 | style=paraphrase_timing_focused | q=When should the remaining nitrogen be applied for wheat in U
OK   | seed=17 | style=paraphrase_timing_focused | call=6 | focus=unknown | q=Why should nitrogen be applied at the Crown Root Initiation 
DUPE | seed=17 | style=paraphrase_timing_focused | q=When should the remaining half of the nitrogen be applied fo
DUPE | seed=17 | style=paraphrase_timing_focused | q=When should the remaining nitrogen be applied for wheat in U
OK   | seed=17 | style=paraphrase_timing_focused | call=9 | focus=application_timing | q=What is the timing for applying the remaining nitrogen after
OK   | seed=18 | style=paraphrase_formal | call=1 | focus=unknown | q=Does the recommended row-to-row spacing for planting fodder 
OK   | seed=18 | style=paraphrase_formal | call=2 | focus=unknown | q=Are there specific row-to-row spacing recommendations for pl
OK   | seed=18 | style=paraphrase_formal | call=3 | focus=dosage_quantity | q=What is the optimal seed rate and sowing period for fodder m
OK   | seed=18 | style=paraphrase_formal | call=4 | focus=unknown | q=Which row-to-row spacing is recommended for planting fodder 
OK   | seed=18 | style=paraphrase_formal | call=5 | focus=unknown | q=When should fodder maize be sown to reduce fall armyworm ris
OK   | seed=18 | style=paraphrase_short | call=1 | focus=unknown | q=Does row spacing affect fodder maize yield?
OK   | seed=18 | style=paraphrase_short | call=2 | focus=unknown | q=Are there any alternatives to conventional tillage for growi
OK   | seed=18 | style=paraphrase_short | call=3 | focus=dosage_quantity | q=What is the seed rate for fodder maize?
OK   | seed=18 | style=paraphrase_short | call=4 | focus=unknown | q=Which row spacing is best for fodder maize?
OK   | seed=18 | style=paraphrase_short | call=5 | focus=unknown | q=When to sow fodder maize for best results?
OK   | seed=18 | style=paraphrase_problem_description | call=1 | focus=unknown | q=Does the maize crop show uneven growth and low yield despite
OK   | seed=18 | style=paraphrase_problem_description | call=2 | focus=unknown | q=Are the plants in my field looking thin and not growing prop
OK   | seed=18 | style=paraphrase_problem_description | call=3 | focus=unknown | q=What if the plants in my field are not growing well and the 
OK   | seed=18 | style=paraphrase_problem_description | call=4 | focus=symptom_detail | q=Which symptoms are observed in the field that indicate a pro
OK   | seed=18 | style=paraphrase_problem_description | call=5 | focus=unknown | q=When I look at my field, the plants are too close together a
OK   | seed=18 | style=paraphrase_followup | call=1 | focus=unknown | q=Does the recommended row-to-row spacing for fodder maize var
OK   | seed=18 | style=paraphrase_followup | call=2 | focus=unknown | q=Are there any specific methods for sowing fodder maize that 
OK   | seed=18 | style=paraphrase_followup | call=3 | focus=unknown | q=What is the best method to sow fodder maize along with cowpe
OK   | seed=18 | style=paraphrase_followup | call=4 | focus=unknown | q=Which method is recommended for sowing fodder maize along wi
OK   | seed=18 | style=paraphrase_followup | call=5 | focus=unknown | q=When should I sow maize to avoid fall armyworm?
OK   | seed=18 | style=paraphrase_yes_no | call=1 | focus=unknown | q=Does the seed answer recommend a specific row-to-row spacing
OK   | seed=18 | style=paraphrase_yes_no | call=2 | focus=unknown | q=Are there specific guidelines for row-to-row spacing when pl
SKIP | seed=18 | style=paraphrase_yes_no | call=3
SKIP | seed=18 | style=paraphrase_yes_no | call=4
DUPE | seed=18 | style=paraphrase_yes_no | q=When should fodder maize be sown to reduce fall armyworm ris
OK   | seed=18 | style=paraphrase_yes_no | call=6 | focus=unknown | q=Why is 30 cm row-to-row spacing recommended for planting fod
OK   | seed=18 | style=paraphrase_yes_no | call=7 | focus=unknown | q=Can fodder maize be grown as a mixed crop with cowpea?
OK   | seed=18 | style=paraphrase_yes_no | call=8 | focus=unknown | q=Should fodder maize be sown using the kera or pora method?
OK   | seed=18 | style=paraphrase_preventive | call=1 | focus=unknown | q=Does proper row-to-row spacing help in maximizing forage yie
OK   | seed=18 | style=paraphrase_preventive | call=2 | focus=unknown | q=Are there specific cultural practices to prevent low forage 
OK   | seed=18 | style=paraphrase_preventive | call=3 | focus=unknown | q=What cultural practices can be followed to prevent pest infe
OK   | seed=18 | style=paraphrase_preventive | call=4 | focus=unknown | q=Which practices can be followed to prevent low forage yield 
OK   | seed=18 | style=paraphrase_preventive | call=5 | focus=unknown | q=When should fodder maize be sown to avoid fall armyworm?
OK   | seed=18 | style=paraphrase_comparison | call=1 | focus=unknown | q=Does growing fodder maize with cowpea give the same green fo
OK   | seed=18 | style=paraphrase_comparison | call=2 | focus=unknown | q=Are there differences in the recommended row-to-row spacing 
OK   | seed=18 | style=paraphrase_comparison | call=3 | focus=unknown | q=What are the benefits of using 30 cm row-to-row spacing for 
OK   | seed=18 | style=paraphrase_comparison | call=4 | focus=unknown | q=Which is better for fodder maize, no-tillage or conventional
DUPE | seed=18 | style=paraphrase_comparison | q=When should fodder maize be sown to avoid fall armyworm?
DUPE | seed=18 | style=paraphrase_comparison | q=Why is 30 cm row-to-row spacing recommended for planting fod
OK   | seed=18 | style=paraphrase_comparison | call=7 | focus=unknown | q=Can fodder maize be grown successfully under no-tillage cond
OK   | seed=18 | style=paraphrase_cause | call=1 | focus=unknown | q=Does the row-to-row spacing affect the forage yield of fodde
DUPE | seed=18 | style=paraphrase_cause | q=Why is 30 cm row-to-row spacing recommended for planting fod
OK   | seed=18 | style=paraphrase_cause | call=3 | focus=unknown | q=What causes the need for 30 cm row-to-row spacing when plant
OK   | seed=18 | style=paraphrase_cause | call=4 | focus=unknown | q=Which factors influence the optimal row-to-row spacing for p
OK   | seed=18 | style=paraphrase_cause | call=5 | focus=unknown | q=When does the risk of fall armyworm increase in fodder maize
DUPE | seed=18 | style=paraphrase_cause | q=Why is 30 cm row-to-row spacing recommended for planting fod
OK   | seed=18 | style=paraphrase_cause | call=7 | focus=unknown | q=Can the cause of lower forage yield in fodder maize be due t
OK   | seed=18 | style=paraphrase_quantity_focused | call=1 | focus=dosage_quantity | q=Does the seed rate for fodder maize vary depending on whethe
OK   | seed=18 | style=paraphrase_quantity_focused | call=2 | focus=dosage_quantity | q=Are 30 kg of seed per acre recommended for planting fodder m
SKIP | seed=18 | style=paraphrase_quantity_focused | call=3
SKIP | seed=18 | style=paraphrase_quantity_focused | call=4
DUPE | seed=18 | style=paraphrase_quantity_focused | q=When should fodder maize be sown to reduce fall armyworm ris
OK   | seed=18 | style=paraphrase_quantity_focused | call=6 | focus=dosage_quantity | q=Why is 30 kg of seed per acre recommended for planting fodde
OK   | seed=18 | style=paraphrase_quantity_focused | call=7 | focus=dosage_quantity | q=Can the seed rate for fodder maize be adjusted based on the 
OK   | seed=18 | style=paraphrase_quantity_focused | call=8 | focus=dosage_quantity | q=Should the seed rate for fodder maize be adjusted when growi
OK   | seed=18 | style=paraphrase_timing_focused | call=1 | focus=unknown | q=When is the best time to sow fodder maize in Punjab to reduc
OK   | seed=18 | style=paraphrase_timing_focused | call=2 | focus=unknown | q=When is the best time to sow fodder maize in Punjab to avoid
DUPE | seed=18 | style=paraphrase_timing_focused | q=When is the best time to sow fodder maize in Punjab to avoid
OK   | seed=18 | style=paraphrase_timing_focused | call=4 | focus=unknown | q=Which period is best for sowing fodder maize in Punjab to av
DUPE | seed=18 | style=paraphrase_timing_focused | q=When should fodder maize be sown to reduce fall armyworm ris
OK   | seed=18 | style=paraphrase_timing_focused | call=6 | focus=unknown | q=Why should fodder maize be sown between mid-April and mid-Au
OK   | seed=18 | style=paraphrase_timing_focused | call=7 | focus=unknown | q=Can fodder maize be sown during mid-April to mid-August to r
OK   | seed=19 | style=paraphrase_formal | call=1 | focus=unknown | q=Are there any specific safety precautions and best practices
OK   | seed=19 | style=paraphrase_formal | call=2 | focus=unknown | q=What are the recommended safety measures and best practices 
OK   | seed=19 | style=paraphrase_formal | call=3 | focus=unknown | q=Which best practices should be followed for managing weeds i
OK   | seed=19 | style=paraphrase_formal | call=4 | focus=unknown | q=When is the optimal time for sowing berseem in areas with he
OK   | seed=19 | style=paraphrase_formal | call=5 | focus=unknown | q=Why is it important to follow safety precautions when applyi
OK   | seed=19 | style=paraphrase_short | call=1 | focus=unknown | q=Are there herbicide recommendations for barseem cultivation?
OK   | seed=19 | style=paraphrase_short | call=2 | focus=unknown | q=What is the herbicide recommendation for barseem in Punjab?
OK   | seed=19 | style=paraphrase_short | call=3 | focus=unknown | q=Which herbicides are recommended for barseem cultivation?
OK   | seed=19 | style=paraphrase_short | call=4 | focus=unknown | q=When should berseem be sown to avoid weeding issues?
OK   | seed=19 | style=paraphrase_short | call=5 | focus=unknown | q=Why is herbicide not recommended for barseem?
OK   | seed=19 | style=paraphrase_problem_description | call=1 | focus=unknown | q=Are the leaves of my berseem crop turning yellow and the pla
OK   | seed=19 | style=paraphrase_problem_description | call=2 | focus=unknown | q=What should I do if the leaves of my berseem crop are turnin
OK   | seed=19 | style=paraphrase_problem_description | call=3 | focus=symptom_detail | q=Which symptoms are observed in the field that indicate a pro
OK   | seed=19 | style=paraphrase_problem_description | call=4 | focus=unknown | q=When the plants in my field are not growing properly and som
OK   | seed=19 | style=paraphrase_problem_description | call=5 | focus=unknown | q=Why are the plants in my field not growing well and some are
OK   | seed=19 | style=paraphrase_followup | call=1 | focus=unknown | q=Are there any specific timing guidelines for herbicide appli
OK   | seed=19 | style=paraphrase_followup | call=2 | focus=unknown | q=What is the recommended timing for sowing berseem when there
OK   | seed=19 | style=paraphrase_followup | call=3 | focus=unknown | q=Which crop is recommended to be sown in mixture with berseem
OK   | seed=19 | style=paraphrase_followup | call=4 | focus=unknown | q=When should berseem be sown in mixture with raya to manage w
OK   | seed=19 | style=paraphrase_followup | call=5 | focus=unknown | q=Why should sowing be postponed until the second week of Octo
OK   | seed=19 | style=paraphrase_yes_no | call=1 | focus=unknown | q=Are there specific herbicide recommendations for controlling
OK   | seed=19 | style=paraphrase_yes_no | call=2 | focus=unknown | q=What is the recommended herbicide application for barseem in
OK   | seed=19 | style=paraphrase_yes_no | call=3 | focus=unknown | q=Which herbicides are recommended for use in barseem cultivat
OK   | seed=19 | style=paraphrase_yes_no | call=4 | focus=unknown | q=When should berseem be sown in fields with severe infestatio
OK   | seed=19 | style=paraphrase_yes_no | call=5 | focus=unknown | q=Why should herbicides not be used for weed control in barsee
OK   | seed=19 | style=paraphrase_preventive | call=1 | focus=unknown | q=Are there any preventive measures to avoid weed infestation 
OK   | seed=19 | style=paraphrase_preventive | call=2 | focus=unknown | q=What steps can be taken to prevent weed infestation in barse
OK   | seed=19 | style=paraphrase_preventive | call=3 | focus=unknown | q=Which cultural practices can be adopted to prevent weed infe
OK   | seed=19 | style=paraphrase_preventive | call=4 | focus=unknown | q=When should berseem be sown to prevent weed infestation?
OK   | seed=19 | style=paraphrase_preventive | call=5 | focus=unknown | q=Why should berseem be sown in mixture with raya?
OK   | seed=19 | style=paraphrase_comparison | call=1 | focus=unknown | q=Are there any recommended herbicides for barseem cultivation
OK   | seed=19 | style=paraphrase_comparison | call=2 | focus=unknown | q=What is the comparison between using herbicides and sowing i
OK   | seed=19 | style=paraphrase_comparison | call=3 | focus=unknown | q=Which method is more effective for controlling Trianthema po
OK   | seed=19 | style=paraphrase_comparison | call=4 | focus=unknown | q=When is the best time to sow berseem to avoid weed problems?
OK   | seed=19 | style=paraphrase_comparison | call=5 | focus=unknown | q=Why is herbicide not recommended for barseem in Punjab?
OK   | seed=19 | style=paraphrase_cause | call=1 | focus=unknown | q=Are there any specific causes that make herbicide applicatio
OK   | seed=19 | style=paraphrase_cause | call=2 | focus=unknown | q=What causes the need to delay sowing of berseem in certain c
OK   | seed=19 | style=paraphrase_cause | call=3 | focus=unknown | q=Which factors cause the occurrence of itsit (Trianthema port
OK   | seed=19 | style=paraphrase_cause | call=4 | focus=symptom_detail | q=When does the occurrence of itsit (Trianthema portulacastrum
DUPE | seed=19 | style=paraphrase_cause | q=Why is herbicide application not recommended for barseem in 
OK   | seed=19 | style=paraphrase_cause | call=6 | focus=unknown | q=Can the occurrence of Trianthema portulacastrum in barseem f
OK   | seed=19 | style=paraphrase_quantity_focused | call=1 | focus=dosage_quantity | q=Are there any recommended herbicide dosages for barseem cult
OK   | seed=19 | style=paraphrase_quantity_focused | call=2 | focus=unknown | q=What is the recommended sowing time for berseem to manage we
OK   | seed=19 | style=paraphrase_quantity_focused | call=3 | focus=dosage_quantity | q=Which herbicide dosage is recommended for barseem cultivatio
OK   | seed=19 | style=paraphrase_quantity_focused | call=4 | focus=unknown | q=When should berseem be sown in mixture with raya to control 
OK   | seed=19 | style=paraphrase_quantity_focused | call=5 | focus=unknown | q=Why is there no recommendation for herbicide application in 
OK   | seed=19 | style=paraphrase_timing_focused | call=1 | focus=unknown | q=When is the best time to sow berseem to manage weeds effecti
OK   | seed=19 | style=paraphrase_timing_focused | call=2 | focus=unknown | q=When should berseem be sown to manage weed infestation effec
OK   | seed=19 | style=paraphrase_timing_focused | call=3 | focus=unknown | q=Which timing is recommended for sowing berseem to avoid weed
OK   | seed=19 | style=paraphrase_timing_focused | call=4 | focus=unknown | q=When should berseem be sown to manage weeds effectively?
OK   | seed=19 | style=paraphrase_timing_focused | call=5 | focus=unknown | q=Why should sowing be postponed until the second week of Octo
